Revision	EventDate-Long	Total TD Mapped To Methods	TDdensity	Contribution of NEW	Contribution of DELETED	Contribution of MODIFIED	Has Refactorings
bf4e1f93b22d4f5da54c70247339cb675111b00e	1529033720000	21463	0.3205490091		-0.0001603114753		No
1caa6aa2fffbf0b2b549dffa5b3b88d2d63da5ad	1529048256000	21468	0.3207099001	-3.063763567E-05		0.0001915286284	Yes, Refactoring Type: [EXTRACT_AND_MOVE_OPERATION], Involved Classes After: [[(zeppelin-server/src/main/java/org/apache/zeppelin/realm/ActiveDirectoryGroupRealm.java,org.apache.zeppelin.realm.ActiveDirectoryGroupRealm), (zeppelin-server/src/main/java/org/apache/zeppelin/realm/LdapRealm.java,org.apache.zeppelin.realm.LdapRealm)]]
6ed3d88a2a43e33c6bbd0931c92c13304d7ab0de	1529054170000	21468	0.3206284724	-8.142762861E-05		0	No
50fb42f186a2f439f72f5c17353ec726a00cb8ef	1529204541000	21463	0.3205537965			-7.467590657E-05	No
5c7d65b18cdef29a96e36075ee02b7e527df7702	1529204623000	21463	0.3205346476	-4.78745757E-06		-1.436151474E-05	No
191324a67aa26601731bbb801fdb790282466bd3	1529204693000	21448	0.320119403	-0.0001865826543		-0.0002286619114	Yes, Refactoring Type: [EXTRACT_AND_MOVE_OPERATION], Involved Classes After: [[(zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/launcher/ShellScriptLauncher.java,org.apache.zeppelin.interpreter.launcher.ShellScriptLauncher), (zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/launcher/InterpreterLauncher.java,org.apache.zeppelin.interpreter.launcher.InterpreterLauncher)]]
89771a2df2ac38e2575daa086666e789c0837d55	1529385463000	21448	0.3201528518			3.344880541E-05	Yes, Refactoring Type: [REMOVE_METHOD_ANNOTATION, REMOVE_METHOD_ANNOTATION, REMOVE_METHOD_ANNOTATION, REMOVE_METHOD_ANNOTATION, REMOVE_METHOD_ANNOTATION, REMOVE_METHOD_ANNOTATION, REMOVE_METHOD_ANNOTATION], Involved Classes After: [[(zeppelin-integration/src/test/java/org/apache/zeppelin/integration/ParagraphActionsIT.java,org.apache.zeppelin.integration.ParagraphActionsIT)], [(zeppelin-integration/src/test/java/org/apache/zeppelin/integration/ParagraphActionsIT.java,org.apache.zeppelin.integration.ParagraphActionsIT)], [(zeppelin-integration/src/test/java/org/apache/zeppelin/integration/ParagraphActionsIT.java,org.apache.zeppelin.integration.ParagraphActionsIT)], [(zeppelin-interpreter/src/test/java/org/apache/zeppelin/interpreter/InterpreterOutputChangeWatcherTest.java,org.apache.zeppelin.interpreter.InterpreterOutputChangeWatcherTest)], [(zeppelin-server/src/test/java/org/apache/zeppelin/rest/KnoxRestApiTest.java,org.apache.zeppelin.rest.KnoxRestApiTest)], [(zeppelin-server/src/test/java/org/apache/zeppelin/rest/ZeppelinSparkClusterTest.java,org.apache.zeppelin.rest.ZeppelinSparkClusterTest)], [(zeppelin-zengine/src/test/java/org/apache/zeppelin/notebook/NotebookTest.java,org.apache.zeppelin.notebook.NotebookTest)]]
637ceba722ea2da7f2eee1380ecad1eedc59b388	1529397891000	21448	0.3201146252			-3.822663564E-05	No
a7e43d600f86811ec695ad0606845d7a114f6fba	1529543736000	21448	0.3201098475			-4.777687609E-06	No
fea24e22890b1f4d3fa84a143a3608488e79379a	1529629241000	21448	0.3201098475				Yes, Refactoring Type: [MOVE_SOURCE_FOLDER], Involved Classes After: [[(beam/src/test/org/apache/zeppelin/beam/BeamInterpreterTest.java,org.apache.zeppelin.beam.BeamInterpreterTest)]]
b9f005a62b947cc1a51a1298757049d8b2a89846	1529629390000	21448	0.3201098475			0	No
3d99e2a930daa5fb18e35113b2fcd5b197fba883	1529629627000	21448	0.3200525263	-3.82163674E-05		-1.910476206E-05	No
e612fbf2fb3ebe2420670681d8679b19f2a06e50	1529657979000	21421	0.3194351243	-5.31229342E-05	2.269417473E-05	-0.0005869732848	Yes, Refactoring Type: [ADD_PARAMETER, MOVE_OPERATION], Involved Classes After: [[(python/src/main/java/org/apache/zeppelin/python/PythonUtils.java,org.apache.zeppelin.python.PythonUtils)], [(python/src/main/java/org/apache/zeppelin/python/PythonUtils.java,org.apache.zeppelin.python.PythonUtils)]]
adf83a3f5d009efd0e0416a7bf1d8b6fd86ea58a	1529972630000	21668	0.3479461734		-0.0006445307885	0.02915557986	Yes, Refactoring Type: [MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION], Involved Classes After: [[(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/AngularObjectId.java,org.apache.zeppelin.interpreter.thrift.AngularObjectId)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/AppOutputAppendEvent.java,org.apache.zeppelin.interpreter.thrift.AppOutputAppendEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/AppOutputUpdateEvent.java,org.apache.zeppelin.interpreter.thrift.AppOutputUpdateEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/AppStatusUpdateEvent.java,org.apache.zeppelin.interpreter.thrift.AppStatusUpdateEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/InterpreterCompletion.java,org.apache.zeppelin.interpreter.thrift.InterpreterCompletion)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/OutputAppendEvent.java,org.apache.zeppelin.interpreter.thrift.OutputAppendEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/OutputUpdateAllEvent.java,org.apache.zeppelin.interpreter.thrift.OutputUpdateAllEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/OutputUpdateEvent.java,org.apache.zeppelin.interpreter.thrift.OutputUpdateEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RegisterInfo.java,org.apache.zeppelin.interpreter.thrift.RegisterInfo)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteApplicationResult.java,org.apache.zeppelin.interpreter.thrift.RemoteApplicationResult)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterContext.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterContext)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterEvent.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResult.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResult)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResultMessage.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResultMessage)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RunParagraphsEvent.java,org.apache.zeppelin.interpreter.thrift.RunParagraphsEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/ZeppelinServerResourceParagraphRunner.java,org.apache.zeppelin.interpreter.thrift.ZeppelinServerResourceParagraphRunner)]]
31696b7889799d47eb36160fa3288ed05cb690a8	1529972736000	21668	0.3256387136			-0.02230745981	No
7e028903c6509e9c73e64363df86fb00fe311cb5	1529987480000	21668	0.3256387136			0	No
5d8803149a9993a1d19f23aa55caf5346e7018d3	1530075867000	21673	0.347318152	-0.000195637557		0.02187507595	Yes, Refactoring Type: [MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, ADD_PARAMETER, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, MODIFY_CLASS_ANNOTATION, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, RENAME_VARIABLE, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION], Involved Classes After: [[(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/AngularObjectId.java,org.apache.zeppelin.interpreter.thrift.AngularObjectId)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/AppOutputAppendEvent.java,org.apache.zeppelin.interpreter.thrift.AppOutputAppendEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/AppOutputUpdateEvent.java,org.apache.zeppelin.interpreter.thrift.AppOutputUpdateEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/AppStatusUpdateEvent.java,org.apache.zeppelin.interpreter.thrift.AppStatusUpdateEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/InterpreterCompletion.java,org.apache.zeppelin.interpreter.thrift.InterpreterCompletion)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/OutputAppendEvent.java,org.apache.zeppelin.interpreter.thrift.OutputAppendEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/OutputUpdateAllEvent.java,org.apache.zeppelin.interpreter.thrift.OutputUpdateAllEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/OutputUpdateEvent.java,org.apache.zeppelin.interpreter.thrift.OutputUpdateEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RegisterInfo.java,org.apache.zeppelin.interpreter.thrift.RegisterInfo)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteApplicationResult.java,org.apache.zeppelin.interpreter.thrift.RemoteApplicationResult)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterContext.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterContext)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterContext.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterContext)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterEvent.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResult.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResult)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResult.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResult.RemoteInterpreterResultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResult.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResult.RemoteInterpreterResultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResult.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResult.RemoteInterpreterResultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResult.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResult.RemoteInterpreterResultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResult.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResult.RemoteInterpreterResultTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResult.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResult.RemoteInterpreterResultTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResult.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResult.RemoteInterpreterResultTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResult.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResult.RemoteInterpreterResultTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResultMessage.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResultMessage)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.createInterpreter_args.createInterpreter_argsStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.createInterpreter_args.createInterpreter_argsStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.createInterpreter_args.createInterpreter_argsStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.createInterpreter_args.createInterpreter_argsStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.createInterpreter_args.createInterpreter_argsStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.createInterpreter_args.createInterpreter_argsTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.createInterpreter_args.createInterpreter_argsTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.createInterpreter_args.createInterpreter_argsTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.createInterpreter_args.createInterpreter_argsTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.createInterpreter_args.createInterpreter_argsTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result.completion_resultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result.completion_resultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result.completion_resultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result.completion_resultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result.completion_resultTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result.completion_resultTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result.completion_resultTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result.completion_resultTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.resourcePoolGetAll_result.resourcePoolGetAll_resultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.resourcePoolGetAll_result.resourcePoolGetAll_resultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.resourcePoolGetAll_result.resourcePoolGetAll_resultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.resourcePoolGetAll_result.resourcePoolGetAll_resultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.resourcePoolGetAll_result.resourcePoolGetAll_resultTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.resourcePoolGetAll_result.resourcePoolGetAll_resultTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.resourcePoolGetAll_result.resourcePoolGetAll_resultTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.resourcePoolGetAll_result.resourcePoolGetAll_resultTupleScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RunParagraphsEvent.java,org.apache.zeppelin.interpreter.thrift.RunParagraphsEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/ZeppelinServerResourceParagraphRunner.java,org.apache.zeppelin.interpreter.thrift.ZeppelinServerResourceParagraphRunner)]]
5766c272b9d448ecfdf71da0f5e0a9fac5cea6ba	1530086318000	21673	0.3248351319				Yes, Refactoring Type: [REMOVE_METHOD_ANNOTATION, REMOVE_METHOD_ANNOTATION], Involved Classes After: [[(zeppelin-integration/src/test/java/org/apache/zeppelin/integration/ParagraphActionsIT.java,org.apache.zeppelin.integration.ParagraphActionsIT)], [(zeppelin-integration/src/test/java/org/apache/zeppelin/integration/ParagraphActionsIT.java,org.apache.zeppelin.integration.ParagraphActionsIT)]]
5e33f2c98d3b43b81df3d13d597d739b264405ec	1530151008000	21694	0.3249550629	-5.841307892E-05	0	0.0001783440964	No
1a3d1d185f1c996e58e9e9a479db16e5113aa835	1530172131000	21694	0.3249453282			-9.734731222E-06	No
93a9aefc9d7cfcfd01a7b308d27695460ec847f4	1530233637000	21779	0.3259109615	0.002547227446	-0.0014185612	-0.0001630329602	Yes, Refactoring Type: [MOVE_SOURCE_FOLDER, RENAME_CLASS, RENAME_CLASS, EXTRACT_OPERATION, RENAME_VARIABLE, CHANGE_VARIABLE_TYPE, CHANGE_VARIABLE_TYPE], Involved Classes After: [[(zeppelin-plugins/launcher/spark/src/main/java/org/apache/zeppelin/interpreter/launcher/SparkInterpreterLauncher.java,org.apache.zeppelin.interpreter.launcher.SparkInterpreterLauncher), (zeppelin-plugins/launcher/spark/src/test/java/org/apache/zeppelin/interpreter/launcher/SparkInterpreterLauncherTest.java,org.apache.zeppelin.interpreter.launcher.SparkInterpreterLauncherTest)], [(zeppelin-plugins/launcher/standard/src/main/java/org/apache/zeppelin/interpreter/launcher/StandardInterpreterLauncher.java,org.apache.zeppelin.interpreter.launcher.StandardInterpreterLauncher)], [(zeppelin-plugins/launcher/standard/src/test/java/org/apache/zeppelin/interpreter/launcher/StandardInterpreterLauncherTest.java,org.apache.zeppelin.interpreter.launcher.StandardInterpreterLauncherTest)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/plugin/PluginManager.java,org.apache.zeppelin.plugin.PluginManager)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/plugin/PluginManager.java,org.apache.zeppelin.plugin.PluginManager)], [(zeppelin-plugins/launcher/standard/src/test/java/org/apache/zeppelin/interpreter/launcher/StandardInterpreterLauncherTest.java,org.apache.zeppelin.interpreter.launcher.StandardInterpreterLauncherTest)], [(zeppelin-plugins/launcher/standard/src/test/java/org/apache/zeppelin/interpreter/launcher/StandardInterpreterLauncherTest.java,org.apache.zeppelin.interpreter.launcher.StandardInterpreterLauncherTest)]]
36f7d3da7af273a4458905727bfeda6473b16be9	1530774095000	21779	0.3260768666			0.0001659051772	Yes, Refactoring Type: [ADD_PARAMETER, ADD_PARAMETER, ADD_PARAMETER, ADD_PARAMETER, EXTRACT_VARIABLE], Involved Classes After: [[(zeppelin-server/src/main/java/org/apache/zeppelin/realm/ActiveDirectoryGroupRealm.java,org.apache.zeppelin.realm.ActiveDirectoryGroupRealm)], [(zeppelin-server/src/main/java/org/apache/zeppelin/rest/GetUserList.java,org.apache.zeppelin.rest.GetUserList)], [(zeppelin-server/src/main/java/org/apache/zeppelin/rest/GetUserList.java,org.apache.zeppelin.rest.GetUserList)], [(zeppelin-server/src/main/java/org/apache/zeppelin/rest/GetUserList.java,org.apache.zeppelin.rest.GetUserList)], [(zeppelin-server/src/main/java/org/apache/zeppelin/rest/SecurityRestApi.java,org.apache.zeppelin.rest.SecurityRestApi)]]
afd658d3d08843f9667b64abbc30626d9ba23f35	1530776445000	21779	0.3260768666			0	No
ca7c9cd8156d3647cfbd20291f37e2153c2f2326	1530857785000	21807	0.3262909042	-0.0001415179457		0.000355555496	No
afd324e02f795a42d8943ee21589c99b661a50d0	1531091026000	21812	0.3263608343			6.993011186E-05	Yes, Refactoring Type: [ADD_PARAMETER, EXTRACT_VARIABLE], Involved Classes After: [[(zeppelin-server/src/main/java/org/apache/zeppelin/rest/NotebookRestApi.java,org.apache.zeppelin.rest.NotebookRestApi)], [(zeppelin-server/src/main/java/org/apache/zeppelin/rest/NotebookRestApi.java,org.apache.zeppelin.rest.NotebookRestApi)]]
1ec869f38deb79a9a7f8b10fb0ba2e00b4ac3abf	1531091342000	21812	0.3263706009			9.766603852E-06	No
23da33e6c0820f45e72f325e2b3247c1b24ed2be	1531181616000	21812	0.3263608343			-9.766603852E-06	No
a6d6b4224d5bae069e6f7cd9a7406496c7d530d9	1531212588000	21812	0.3484400709	-5.370587445E-05		0.0221329425	Yes, Refactoring Type: [MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, ADD_PARAMETER, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION], Involved Classes After: [[(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/AngularObjectId.java,org.apache.zeppelin.interpreter.thrift.AngularObjectId)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/AppOutputAppendEvent.java,org.apache.zeppelin.interpreter.thrift.AppOutputAppendEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/AppOutputUpdateEvent.java,org.apache.zeppelin.interpreter.thrift.AppOutputUpdateEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/AppStatusUpdateEvent.java,org.apache.zeppelin.interpreter.thrift.AppStatusUpdateEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/InterpreterCompletion.java,org.apache.zeppelin.interpreter.thrift.InterpreterCompletion)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/OutputAppendEvent.java,org.apache.zeppelin.interpreter.thrift.OutputAppendEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/OutputUpdateAllEvent.java,org.apache.zeppelin.interpreter.thrift.OutputUpdateAllEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/OutputUpdateEvent.java,org.apache.zeppelin.interpreter.thrift.OutputUpdateEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RegisterInfo.java,org.apache.zeppelin.interpreter.thrift.RegisterInfo)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteApplicationResult.java,org.apache.zeppelin.interpreter.thrift.RemoteApplicationResult)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterContext.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterContext)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterContext.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterContext)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterEvent.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResult.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResult)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResultMessage.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResultMessage)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RunParagraphsEvent.java,org.apache.zeppelin.interpreter.thrift.RunParagraphsEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/ZeppelinServerResourceParagraphRunner.java,org.apache.zeppelin.interpreter.thrift.ZeppelinServerResourceParagraphRunner)]]
